userId,movieId,rating,timestamp,title,month,is_comedy,is_action,is_horror,vote_average,original_language
3,1580,3.5,1298922089,Rope,8,FALSE,FALSE,FALSE,7.8,en
4,141,5,949919681,Donnie Darko,1,FALSE,FALSE,FALSE,7.7,en
4,153,4,949811346,Lost in Translation,8,FALSE,FALSE,FALSE,7.3,en
4,185,3,949920047,A Clockwork Orange,12,FALSE,FALSE,FALSE,8,en
4,289,4,949778802,Casablanca,11,FALSE,FALSE,FALSE,7.9,en
4,296,5,949895708,Terminator 3: Rise of the Machines,7,FALSE,TRUE,FALSE,5.9,en
4,329,3,949810618,Jurassic Park,6,FALSE,FALSE,FALSE,7.6,en
4,364,5,949949538,Batman Returns,6,FALSE,TRUE,FALSE,6.6,en
4,380,3,949810534,Rain Man,12,FALSE,FALSE,FALSE,7.6,en
4,431,3,949895772,Cube,9,FALSE,FALSE,FALSE,6.9,en
4,435,1,949920135,The Day After Tomorrow,5,FALSE,TRUE,FALSE,6.2,en
4,440,4,949919802,Aliens vs Predator: Requiem,12,FALSE,TRUE,TRUE,4.9,en
4,588,5,949949486,Silent Hill,4,FALSE,FALSE,TRUE,6.3,en
4,590,3,949810534,The Hours,12,FALSE,FALSE,FALSE,7,en
4,594,5,949949538,The Terminal,6,TRUE,FALSE,FALSE,7.1,en
4,616,5,949949444,The Last Samurai,12,FALSE,TRUE,FALSE,7.3,en
4,858,5,949779022,Sleepless in Seattle,6,TRUE,FALSE,FALSE,6.5,en
4,903,5,949919189,Cool Hand Luke,6,FALSE,FALSE,FALSE,7.7,en
4,1089,5,949895732,Point Break,7,FALSE,TRUE,FALSE,6.9,en
4,1213,5,949895708,The Talented Mr. Ripley,12,FALSE,FALSE,FALSE,7.1,en
4,1265,5,949919591,Bridge to Terabithia,2,FALSE,FALSE,FALSE,7,en
4,1278,5,949919372,The Dreamers,9,FALSE,FALSE,FALSE,7.2,en
4,1371,4,949810302,Rocky III,5,FALSE,FALSE,FALSE,6.6,en
4,1372,3,949920004,Blood Diamond,12,FALSE,TRUE,FALSE,7.4,en
4,1374,4,949918787,Rocky IV,11,FALSE,FALSE,FALSE,6.6,en
4,1580,5,949919978,Rope,8,FALSE,FALSE,FALSE,7.8,en
4,1858,5,949919738,Transformers,6,FALSE,TRUE,FALSE,6.6,en
4,1954,5,949810261,The Butterfly Effect,1,FALSE,FALSE,FALSE,7.3,en
4,2005,5,949896070,Sister Act,5,TRUE,FALSE,FALSE,6.5,en
4,2018,5,949778771,The Wedding Planner,1,TRUE,FALSE,FALSE,5.4,en
4,2034,4,949896183,Training Day,10,FALSE,TRUE,FALSE,7.3,en
4,2080,5,949919306,X-Men Origins: Wolverine,4,FALSE,TRUE,FALSE,6.2,en
4,2105,4,949896114,American Pie,7,TRUE,FALSE,FALSE,6.4,en
4,2109,5,949919399,Rush Hour,9,TRUE,TRUE,FALSE,6.8,en
4,2114,5,949918927,Final Fantasy: The Spirits Within,7,FALSE,TRUE,FALSE,5.9,en
4,2268,5,949895772,The Golden Compass,12,FALSE,FALSE,FALSE,5.8,en
4,2289,5,949919556,Cold Mountain,12,FALSE,FALSE,FALSE,6.7,en
4,2454,5,949982274,The Chronicles of Narnia: Prince Caspian,5,FALSE,FALSE,FALSE,6.3,en
4,2640,5,949810261,Heathers,10,TRUE,FALSE,FALSE,7.3,en
4,2770,1,949896521,American Pie 2,8,TRUE,FALSE,FALSE,6,en
4,3034,5,949949444,Young Frankenstein,12,TRUE,FALSE,FALSE,7.7,en
5,104,4,1163374639,Run Lola Run,8,FALSE,TRUE,FALSE,7.2,de
5,141,4,1163374242,Donnie Darko,1,FALSE,FALSE,FALSE,7.7,en
5,231,3.5,1163373762,Syriana,11,FALSE,FALSE,FALSE,6.3,en
5,277,4.5,1163373208,Underworld,9,FALSE,TRUE,FALSE,6.6,en
5,364,4,1163373752,Batman Returns,6,FALSE,TRUE,FALSE,6.6,en
5,377,4,1163373610,A Nightmare on Elm Street,11,FALSE,FALSE,TRUE,7.2,en
5,440,4,1163374477,Aliens vs Predator: Requiem,12,FALSE,TRUE,TRUE,4.9,en
5,500,4.5,1163373718,Reservoir Dogs,9,FALSE,FALSE,FALSE,8.1,en
5,588,3.5,1163373551,Silent Hill,4,FALSE,FALSE,TRUE,6.3,en
5,595,4,1163374190,To Kill a Mockingbird,12,FALSE,FALSE,FALSE,7.9,en
5,597,5,1163373711,Titanic,11,FALSE,FALSE,FALSE,7.5,en
5,788,3.5,1163374993,Mrs. Doubtfire,11,TRUE,FALSE,FALSE,7,en
5,858,2.5,1163373651,Sleepless in Seattle,6,TRUE,FALSE,FALSE,6.5,en
5,903,3.5,1163373135,Cool Hand Luke,6,FALSE,FALSE,FALSE,7.7,en
5,1777,4,1163374601,Fahrenheit 9/11,6,FALSE,FALSE,FALSE,6.9,en
5,1923,4.5,1163373726,Twin Peaks: Fire Walk with Me,6,FALSE,FALSE,FALSE,7.3,en
5,2294,4,1163373251,Jay and Silent Bob Strike Back,8,TRUE,FALSE,FALSE,6.4,en
5,2502,3.5,1163374290,The Bourne Supremacy,7,FALSE,TRUE,FALSE,7.2,en
5,2770,3.5,1163374947,American Pie 2,8,TRUE,FALSE,FALSE,6,en
5,3176,3.5,1163374408,Battle Royale,12,FALSE,FALSE,FALSE,7.3,ja
5,4995,4.5,1163373616,Boogie Nights,9,FALSE,FALSE,FALSE,7.5,en
6,111,4,1109258212,Scarface,12,FALSE,TRUE,FALSE,8,en
6,903,4,1108134299,Cool Hand Luke,6,FALSE,FALSE,FALSE,7.7,en
6,1250,4.5,1108134284,Ghost Rider,2,FALSE,TRUE,TRUE,5.2,en
6,1639,2,1109258179,Speed 2: Cruise Control,6,FALSE,TRUE,FALSE,4.1,en
6,2502,3.5,1108134291,The Bourne Supremacy,7,FALSE,TRUE,FALSE,7.2,en
6,2657,2,1108134271,Pleasantville,9,TRUE,FALSE,FALSE,7.1,en
6,8874,4.5,1108134521,My Best Friend's Wedding,6,TRUE,FALSE,FALSE,6.4,en
7,104,3,851866744,Run Lola Run,8,FALSE,TRUE,FALSE,7.2,de
7,141,4,851866704,Donnie Darko,1,FALSE,FALSE,FALSE,7.7,en
7,207,3,851868705,Dead Poets Society,6,FALSE,FALSE,FALSE,8.1,en
7,272,3,851868188,Batman Begins,6,FALSE,TRUE,FALSE,7.5,en
7,329,3,851868524,Jurassic Park,6,FALSE,FALSE,FALSE,7.6,en
7,345,3,851867621,Eyes Wide Shut,7,FALSE,FALSE,FALSE,7.1,en
7,364,3,851868020,Batman Returns,6,FALSE,TRUE,FALSE,6.6,en
7,377,3,851869291,A Nightmare on Elm Street,11,FALSE,FALSE,TRUE,7.2,en
7,380,4,851869291,Rain Man,12,FALSE,FALSE,FALSE,7.6,en
7,500,3,851867669,Reservoir Dogs,9,FALSE,FALSE,FALSE,8.1,en
7,534,4,851868246,Terminator Salvation,5,FALSE,TRUE,FALSE,5.9,en
7,539,3,851867688,Psycho,6,FALSE,FALSE,TRUE,8.3,en
7,588,4,851868044,Silent Hill,4,FALSE,FALSE,TRUE,6.3,en
7,590,4,851868186,The Hours,12,FALSE,FALSE,FALSE,7,en
7,594,4,851868020,The Terminal,6,TRUE,FALSE,FALSE,7.1,en
7,595,3,851868044,To Kill a Mockingbird,12,FALSE,FALSE,FALSE,7.9,en
7,671,4,851866806,Harry Potter and the Philosopher's Stone,11,FALSE,FALSE,FALSE,7.5,en
7,708,3,851866744,The Living Daylights,6,FALSE,TRUE,FALSE,6.2,en
7,745,5,851868020,The Sixth Sense,8,FALSE,FALSE,FALSE,7.7,en
7,786,2,851866744,Almost Famous,9,FALSE,FALSE,FALSE,7.4,en
7,924,4,851868289,Dawn of the Dead,3,FALSE,TRUE,TRUE,6.8,en
7,1278,3,851867436,The Dreamers,9,FALSE,FALSE,FALSE,7.2,en
7,1371,3,851869160,Rocky III,5,FALSE,FALSE,FALSE,6.6,en
7,1372,3,851869102,Blood Diamond,12,FALSE,TRUE,FALSE,7.4,en
7,1374,4,851869035,Rocky IV,11,FALSE,FALSE,FALSE,6.6,en
7,1375,3,851869140,Rocky V,10,FALSE,FALSE,FALSE,5.3,en
8,296,4,1154465380,Terminator 3: Rise of the Machines,7,FALSE,TRUE,FALSE,5.9,en
8,524,2,1154400357,Casino,11,FALSE,FALSE,FALSE,7.8,en
8,628,4,1154400284,Interview with the Vampire,11,FALSE,FALSE,TRUE,7.2,en
8,805,3.5,1154389432,Rosemary's Baby,6,FALSE,FALSE,TRUE,7.5,en
8,858,5,1154400181,Sleepless in Seattle,6,TRUE,FALSE,FALSE,6.5,en
8,1265,3,1154465230,Bridge to Terabithia,2,FALSE,FALSE,FALSE,7,en
8,1777,5,1154400458,Fahrenheit 9/11,6,FALSE,FALSE,FALSE,6.9,en
8,2502,5,1154464889,The Bourne Supremacy,7,FALSE,TRUE,FALSE,7.2,en
8,2770,2.5,1154389541,American Pie 2,8,TRUE,FALSE,FALSE,6,en
8,4011,4.5,1154464873,Beetlejuice,2,TRUE,FALSE,FALSE,7.1,en
8,4995,3.5,1154389449,Boogie Nights,9,FALSE,FALSE,FALSE,7.5,en
8,8874,3,1154465548,My Best Friend's Wedding,6,TRUE,FALSE,FALSE,6.4,en
9,497,4,938628777,The Green Mile,12,FALSE,FALSE,FALSE,8.2,en
9,534,5,938628337,Terminator Salvation,5,FALSE,TRUE,FALSE,5.9,en
9,608,5,938628843,Men in Black II,7,TRUE,TRUE,FALSE,6.1,en
9,1541,2,938628777,Thelma & Louise,5,FALSE,FALSE,FALSE,7.2,en
9,1584,4,938629341,School of Rock,10,TRUE,FALSE,FALSE,6.8,en
9,2268,3,938629053,The Golden Compass,12,FALSE,FALSE,FALSE,5.8,en
9,2294,2,938629250,Jay and Silent Bob Strike Back,8,TRUE,FALSE,FALSE,6.4,en
9,2501,4,938628966,The Bourne Identity,6,FALSE,TRUE,FALSE,7.3,en
10,152,4,942766793,Star Trek: The Motion Picture,12,FALSE,FALSE,FALSE,6.2,en
10,345,4,942766603,Eyes Wide Shut,7,FALSE,FALSE,FALSE,7.1,en
10,1089,3,942766420,Point Break,7,FALSE,TRUE,FALSE,6.9,en
10,1690,3,942766679,Hostel,1,FALSE,FALSE,TRUE,5.7,en
10,1887,2,942766845,Marie Antoinette,5,FALSE,FALSE,FALSE,6.5,en
10,1923,5,942766515,Twin Peaks: Fire Walk with Me,6,FALSE,FALSE,FALSE,7.3,en
10,2108,3,942766472,The Breakfast Club,2,TRUE,FALSE,FALSE,7.8,en
10,2907,2,942766213,The Addams Family,11,TRUE,FALSE,TRUE,6.7,en
11,70,1,1391656827,Million Dollar Baby,12,FALSE,FALSE,FALSE,7.7,en
11,169,3,1391657297,Predator 2,11,FALSE,TRUE,FALSE,6,en
11,296,5,1391658423,Terminator 3: Rise of the Machines,7,FALSE,TRUE,FALSE,5.9,en
11,923,5,1391658556,Dawn of the Dead,9,FALSE,FALSE,TRUE,7.4,en
12,253,3,968045587,Live and Let Die,7,FALSE,TRUE,FALSE,6.4,en
12,608,2,968045353,Men in Black II,7,TRUE,TRUE,FALSE,6.1,en
12,673,1,968045732,Harry Potter and the Prisoner of Azkaban,5,FALSE,FALSE,FALSE,7.7,en
12,1374,1,968045475,Rocky IV,11,FALSE,FALSE,FALSE,6.6,en
12,1639,2,968045438,Speed 2: Cruise Control,6,FALSE,TRUE,FALSE,4.1,en
12,2668,2,968045764,Sleepy Hollow,11,FALSE,FALSE,FALSE,6.9,en
12,3176,3,968045649,Battle Royale,12,FALSE,FALSE,FALSE,7.3,ja
13,277,4,1331379348,Underworld,9,FALSE,TRUE,FALSE,6.6,en
13,296,3.5,1331380895,Terminator 3: Rise of the Machines,7,FALSE,TRUE,FALSE,5.9,en
13,524,3.5,1331379485,Casino,11,FALSE,FALSE,FALSE,7.8,en
13,587,3,1331380851,Big Fish,12,FALSE,FALSE,FALSE,7.6,en
13,590,4,1331380062,The Hours,12,FALSE,FALSE,FALSE,7,en
13,914,4,1331379366,The Great Dictator,10,TRUE,FALSE,FALSE,8.1,en
13,1265,2.5,1331380845,Bridge to Terabithia,2,FALSE,FALSE,FALSE,7,en
14,594,1,976243997,The Terminal,6,TRUE,FALSE,FALSE,7.1,en
14,3175,5,976244313,Barry Lyndon,12,FALSE,FALSE,FALSE,7.7,en
15,5,4.5,1093070098,Four Rooms,12,TRUE,FALSE,FALSE,6.5,en
15,11,2.5,1093028381,Star Wars,5,FALSE,TRUE,FALSE,8.1,en
15,14,2.5,1166586286,American Beauty,9,FALSE,FALSE,FALSE,7.9,en
15,16,3.5,1093070150,Dancer in the Dark,5,FALSE,FALSE,FALSE,7.7,en
15,19,1,1093028409,Metropolis,1,FALSE,FALSE,FALSE,8,de
15,22,2.5,1093070415,Pirates of the Caribbean: The Curse of the Black Pearl,7,FALSE,TRUE,FALSE,7.5,en
15,25,3,1033345172,Jarhead,11,FALSE,FALSE,FALSE,6.6,en
15,62,2,1093028336,2001: A Space Odyssey,4,FALSE,FALSE,FALSE,7.9,en
15,70,0.5,1093070467,Million Dollar Baby,12,FALSE,FALSE,FALSE,7.7,en
15,82,5,1044220302,Miami Vice,7,FALSE,TRUE,FALSE,5.7,en
15,95,1.5,1093028331,Armageddon,7,FALSE,TRUE,FALSE,6.5,en
15,101,4,1134522072,Leon: The Professional,9,FALSE,FALSE,FALSE,8.2,fr
15,104,1,1093070113,Run Lola Run,8,FALSE,TRUE,FALSE,7.2,de
15,107,2,1166586594,Snatch,9,FALSE,FALSE,FALSE,7.7,en
15,111,5,997938500,Scarface,12,FALSE,TRUE,FALSE,8,en
15,149,5,1075142933,Akira,7,FALSE,FALSE,FALSE,7.8,ja
15,153,1,1128274517,Lost in Translation,8,FALSE,FALSE,FALSE,7.3,en
15,157,2,1052896975,Star Trek III: The Search for Spock,5,FALSE,TRUE,FALSE,6.4,en
15,161,3,1093028319,Ocean's Eleven,12,FALSE,FALSE,FALSE,7.2,en
15,162,4,997938676,Edward Scissorhands,12,FALSE,FALSE,FALSE,7.5,en
15,163,2,1166586021,Ocean's Twelve,12,FALSE,FALSE,FALSE,6.4,en
15,164,4,997938413,Breakfast at Tiffany's,10,TRUE,FALSE,FALSE,7.6,en
15,165,3,1093028183,Back to the Future Part II,11,TRUE,FALSE,FALSE,7.4,en
15,170,2.5,1166586376,28 Days Later,10,FALSE,FALSE,TRUE,7.1,en
15,176,4,1046209579,Saw,10,FALSE,FALSE,TRUE,7.2,en
15,180,3,1166586276,Minority Report,6,FALSE,TRUE,FALSE,7.1,en
15,185,2,1052896916,A Clockwork Orange,12,FALSE,FALSE,FALSE,8,en
15,193,1,1193435347,Star Trek: Generations,11,FALSE,TRUE,FALSE,6.4,en
15,196,2,1093070170,Back to the Future Part III,5,TRUE,FALSE,FALSE,7.1,en
15,214,2,1033345241,Saw III,10,FALSE,FALSE,TRUE,6.1,en
15,215,4.5,1054449903,Saw II,10,FALSE,FALSE,TRUE,6.3,en
15,231,3.5,1093028308,Syriana,11,FALSE,FALSE,FALSE,6.3,en
15,235,4,997939415,Stand by Me,8,FALSE,FALSE,FALSE,7.8,en
15,252,2,1093070318,Willy Wonka & the Chocolate Factory,6,FALSE,FALSE,FALSE,7.4,en
15,253,2,1093028328,Live and Let Die,7,FALSE,TRUE,FALSE,6.4,en
15,296,5,997938771,Terminator 3: Rise of the Machines,7,FALSE,TRUE,FALSE,5.9,en
15,306,5,997938737,Beverly Hills Cop III,5,TRUE,TRUE,FALSE,5.5,en
15,322,2.5,1120209787,Mystic River,10,FALSE,FALSE,FALSE,7.6,en
15,329,1.5,1093028255,Jurassic Park,6,FALSE,FALSE,FALSE,7.6,en
15,335,2,997938391,Once Upon a Time in the West,12,FALSE,FALSE,FALSE,8.1,it
15,364,4,997939065,Batman Returns,6,FALSE,TRUE,FALSE,6.6,en
15,377,4,1033344267,A Nightmare on Elm Street,11,FALSE,FALSE,TRUE,7.2,en
15,380,4,997939179,Rain Man,12,FALSE,FALSE,FALSE,7.6,en
15,429,1,1465955324,"The Good, the Bad and the Ugly",12,FALSE,FALSE,FALSE,8.1,it
15,431,4,1132469126,Cube,9,FALSE,FALSE,FALSE,6.9,en
15,435,1,1093070102,The Day After Tomorrow,5,FALSE,TRUE,FALSE,6.2,en
15,440,2.5,1058250627,Aliens vs Predator: Requiem,12,FALSE,TRUE,TRUE,4.9,en
15,454,3,1093028323,Romeo + Juliet,10,FALSE,FALSE,FALSE,6.7,en
15,500,3,1035258747,Reservoir Dogs,9,FALSE,FALSE,FALSE,8.1,en
15,508,1.5,1093028394,Love Actually,9,TRUE,FALSE,FALSE,7,en
15,509,2,1093028389,Notting Hill,5,TRUE,FALSE,FALSE,7,en
15,524,2.5,1166586387,Casino,11,FALSE,FALSE,FALSE,7.8,en
15,539,2,1093028325,Psycho,6,FALSE,FALSE,TRUE,8.3,en
15,562,3,1166586512,Die Hard,7,FALSE,TRUE,FALSE,7.5,en
15,587,1,1093028322,Big Fish,12,FALSE,FALSE,FALSE,7.6,en
15,588,0.5,1093028161,Silent Hill,4,FALSE,FALSE,TRUE,6.3,en
15,590,3,1093028142,The Hours,12,FALSE,FALSE,FALSE,7,en
15,594,2.5,1245021392,The Terminal,6,TRUE,FALSE,FALSE,7.1,en
15,597,2.5,1093028267,Titanic,11,FALSE,FALSE,FALSE,7.5,en
15,608,5,997938500,Men in Black II,7,TRUE,TRUE,FALSE,6.1,en
15,628,2.5,1093070326,Interview with the Vampire,11,FALSE,FALSE,TRUE,7.2,en
15,663,2,1035258608,Saw IV,10,FALSE,FALSE,TRUE,5.9,en
15,665,3,997939348,Ben-Hur,12,FALSE,TRUE,FALSE,7.5,en
15,674,3,1052896916,Harry Potter and the Goblet of Fire,11,FALSE,FALSE,FALSE,7.5,en
15,680,2,1052896867,Pulp Fiction,9,FALSE,FALSE,FALSE,8.3,en
15,708,3,1093028406,The Living Daylights,6,FALSE,TRUE,FALSE,6.2,en
15,745,3,997938288,The Sixth Sense,8,FALSE,FALSE,FALSE,7.7,en
15,762,2,1093070454,Monty Python and the Holy Grail,3,TRUE,FALSE,FALSE,7.8,en
15,786,0.5,1093028395,Almost Famous,9,FALSE,FALSE,FALSE,7.4,en
15,788,1.5,1134521382,Mrs. Doubtfire,11,TRUE,FALSE,FALSE,7,en
15,802,1,1128274713,Lolita,6,FALSE,FALSE,FALSE,7.3,en
15,804,3.5,1134522085,Roman Holiday,9,TRUE,FALSE,FALSE,7.8,en
15,832,1,1166586002,M,5,FALSE,TRUE,FALSE,8,de
15,858,5,997938703,Sleepless in Seattle,6,TRUE,FALSE,FALSE,6.5,en
15,866,4,997938567,Finding Neverland,10,FALSE,FALSE,FALSE,7.2,en
15,903,5,997938346,Cool Hand Luke,6,FALSE,FALSE,FALSE,7.7,en
15,914,1.5,1058250501,The Great Dictator,10,TRUE,FALSE,FALSE,8.1,en
15,920,3.5,1093070090,Cars,6,TRUE,FALSE,FALSE,6.6,en
15,922,1,1040205624,Dead Man,12,FALSE,FALSE,FALSE,7.2,en
15,923,5,997938727,Dawn of the Dead,9,FALSE,FALSE,TRUE,7.4,en
15,924,5,997938358,Dawn of the Dead,3,FALSE,TRUE,TRUE,6.8,en
15,926,3,1044219825,Galaxy Quest,12,TRUE,FALSE,FALSE,6.9,en
15,953,3,997938800,Madagascar,5,FALSE,FALSE,FALSE,6.6,en
15,1089,4,997938528,Point Break,7,FALSE,TRUE,FALSE,6.9,en
15,1092,2.5,1193436089,The Third Man,8,FALSE,FALSE,FALSE,7.9,en
15,1213,3,997938749,The Talented Mr. Ripley,12,FALSE,FALSE,FALSE,7.1,en
15,1246,1,1093070174,Rocky Balboa,12,FALSE,FALSE,FALSE,6.5,en
15,1248,3,997938509,Hannibal Rising,2,FALSE,FALSE,FALSE,6,en
15,1250,4,997938760,Ghost Rider,2,FALSE,TRUE,TRUE,5.2,en
15,1251,3,997938749,Letters from Iwo Jima,12,FALSE,TRUE,FALSE,7.2,en
15,1262,1.5,1134521651,Stranger Than Fiction,9,TRUE,FALSE,FALSE,7.1,en
15,1265,4,997938171,Bridge to Terabithia,2,FALSE,FALSE,FALSE,7,en
15,1267,5,997938500,Meet the Robinsons,3,TRUE,FALSE,FALSE,6.7,en
15,1272,3.5,1054450246,Sunshine,4,FALSE,FALSE,FALSE,7,en
15,1281,1,1063565335,Bean,7,TRUE,FALSE,FALSE,6.3,en
15,1370,3,1093070198,Rambo III,5,FALSE,TRUE,FALSE,5.7,en
15,1407,5,997938219,La Vie en Rose,2,FALSE,FALSE,FALSE,7.3,fr
15,1562,1.5,1166586212,28 Weeks Later,4,FALSE,FALSE,TRUE,6.5,en
15,1573,4,997938476,Die Hard 2,7,FALSE,TRUE,FALSE,6.6,en
15,1580,4,997939179,Rope,8,FALSE,FALSE,FALSE,7.8,en
15,1584,4,1052896685,School of Rock,10,TRUE,FALSE,FALSE,6.8,en
15,1597,2,1134521585,Meet the Parents,10,TRUE,FALSE,FALSE,6.6,en
15,1635,4,1033345134,The Island,7,FALSE,TRUE,FALSE,6.5,en
15,1639,4,1054449877,Speed 2: Cruise Control,6,FALSE,TRUE,FALSE,4.1,en
15,1645,3,997938413,A Time to Kill,7,FALSE,FALSE,FALSE,7,en
15,1690,1,1134521603,Hostel,1,FALSE,FALSE,TRUE,5.7,en
15,1729,1,1033344286,The Forbidden Kingdom,4,FALSE,TRUE,FALSE,6.3,en
15,1735,0.5,1166981862,The Mummy: Tomb of the Dragon Emperor,7,FALSE,TRUE,FALSE,5.2,en
15,1777,2,1134521514,Fahrenheit 9/11,6,FALSE,FALSE,FALSE,6.9,en
15,1807,1.5,1093028022,Elephant,5,FALSE,FALSE,FALSE,7,en
15,1895,2.5,1469330584,Star Wars: Episode III - Revenge of the Sith,5,FALSE,TRUE,FALSE,7.1,en
15,1904,3.5,1075142949,Memoirs of a Geisha,12,FALSE,FALSE,FALSE,7.3,en
15,1923,4.5,1054449908,Twin Peaks: Fire Walk with Me,6,FALSE,FALSE,FALSE,7.3,en
15,1954,3,1040205792,The Butterfly Effect,1,FALSE,FALSE,FALSE,7.3,en
15,1955,4.5,1338698424,The Elephant Man,10,FALSE,FALSE,FALSE,7.9,en
15,2005,4,997938630,Sister Act,5,TRUE,FALSE,FALSE,6.5,en
15,2011,3,1044219825,Persepolis,5,FALSE,FALSE,FALSE,7.7,fr
15,2018,2,1044347881,The Wedding Planner,1,TRUE,FALSE,FALSE,5.4,en
15,2105,4,1052896867,American Pie,7,TRUE,FALSE,FALSE,6.4,en
15,2108,4.5,1058250482,The Breakfast Club,2,TRUE,FALSE,FALSE,7.8,en
15,2133,3.5,1166587080,The Perfect Storm,3,FALSE,FALSE,FALSE,6.2,en
15,2268,1,1093070270,The Golden Compass,12,FALSE,FALSE,FALSE,5.8,en
15,2288,3,1052896740,Closer,12,FALSE,FALSE,FALSE,6.7,en
15,2289,4,997938322,Cold Mountain,12,FALSE,FALSE,FALSE,6.7,en
15,2294,2,1052897012,Jay and Silent Bob Strike Back,8,TRUE,FALSE,FALSE,6.4,en
15,2395,5,997939404,Asterix at the Olympic Games,1,TRUE,FALSE,FALSE,5,fr
15,2501,3,997938760,The Bourne Identity,6,FALSE,TRUE,FALSE,7.3,en
15,2502,5,1033344897,The Bourne Supremacy,7,FALSE,TRUE,FALSE,7.2,en
15,2605,1,1033344772,Short Circuit,5,TRUE,FALSE,FALSE,6.4,en
15,2640,4,997939179,Heathers,10,TRUE,FALSE,FALSE,7.3,en
15,2657,2,1052896819,Pleasantville,9,TRUE,FALSE,FALSE,7.1,en
15,2770,4,1033344702,American Pie 2,8,TRUE,FALSE,FALSE,6,en
15,2976,2,1469330578,Hairspray,7,TRUE,FALSE,FALSE,6.5,en
15,3082,3,1166586269,Modern Times,2,TRUE,FALSE,FALSE,8.1,en
15,3175,4,997939162,Barry Lyndon,12,FALSE,FALSE,FALSE,7.7,en
15,3176,2,997938413,Battle Royale,12,FALSE,FALSE,FALSE,7.3,ja
15,3683,4,997938800,Flags of Our Fathers,10,FALSE,FALSE,FALSE,6.7,en
15,3981,1,1033344924,What Women Want,12,TRUE,FALSE,FALSE,6.1,en
15,3989,3,997937700,Team America: World Police,10,TRUE,TRUE,FALSE,6.6,en
15,4011,1,997937606,Beetlejuice,2,TRUE,FALSE,FALSE,7.1,en
15,4148,1,997938035,Revolutionary Road,12,FALSE,FALSE,FALSE,6.8,en
15,4232,3,997939162,Scream,12,FALSE,FALSE,TRUE,7,en
15,4247,1,1349622526,Scary Movie,7,TRUE,FALSE,FALSE,6,en
15,4638,1,997937346,Hot Fuzz,2,TRUE,TRUE,FALSE,7.4,en
